2023-11-14 14:23:38,59.072
2023-11-14 14:23:45,57.996
2023-11-14 14:23:52,56.92
2023-11-14 14:23:58,56.382
2023-11-14 14:24:05,56.382
2023-11-14 14:24:11,56.382
2023-11-14 14:24:18,55.844
2023-11-14 14:24:25,56.382
2023-11-14 14:24:31,55.844
2023-11-14 14:24:38,55.844
2023-11-14 14:24:44,55.844
2023-11-14 14:24:51,55.844
2023-11-14 14:53:35,56.92
2023-11-14 14:53:42,56.92
2023-11-14 14:53:49,56.92
2023-11-14 14:53:55,56.382
2023-11-14 14:54:02,55.844
2023-11-14 14:54:08,56.382
2023-11-14 14:54:15,56.382
2023-11-14 14:54:22,56.382
2023-11-14 14:54:28,56.382
2023-11-14 14:54:35,56.382
2023-11-14 14:54:42,57.458
2023-11-14 14:54:48,56.92
2023-11-14 14:54:55,56.92
2023-11-14 14:55:02,56.92
2023-11-14 14:55:08,57.996
2023-11-14 14:55:15,57.996
2023-11-14 14:55:21,57.458
2023-11-14 14:55:28,56.92
2023-11-14 14:55:34,57.458
2023-11-14 14:55:41,57.458
2023-11-14 14:55:48,57.458
2023-11-14 14:55:54,56.92
2023-11-14 14:56:01,57.458
2023-11-14 14:56:07,57.458
2023-11-14 14:56:14,57.458
2023-11-14 14:56:21,57.996
2023-11-14 14:56:27,56.92
2023-11-14 14:56:34,57.996
2023-11-14 14:56:40,57.996
2023-11-14 14:56:47,56.92
2023-11-14 14:47:17,59.072
2023-11-14 14:47:24,60.148
2023-11-14 14:47:31,60.148
2023-11-14 14:47:38,60.148
2023-11-14 14:47:56,57.996
2023-11-14 14:48:02,56.92
2023-11-14 14:48:09,56.92
2023-11-14 14:48:15,56.382
2023-11-14 14:48:22,56.92
2023-11-14 14:48:29,56.382
2023-11-14 14:48:35,56.92
2023-11-14 14:48:42,56.382
2023-11-14 14:48:48,56.382
2023-11-14 14:48:55,56.382
2023-11-14 14:49:01,56.382
2023-11-14 14:49:08,56.382
2023-11-14 14:49:14,56.92
2023-11-14 14:49:21,56.92
2023-11-14 14:49:28,56.92
2023-11-14 14:49:34,56.382
2023-11-14 14:49:41,56.92
2023-11-14 14:49:47,56.382
2023-11-14 14:49:54,56.382
2023-11-14 14:50:01,56.92
2023-11-14 14:50:07,56.382
2023-11-14 14:50:14,56.382
2023-11-14 14:50:20,56.382
2023-11-14 14:50:27,55.844
2023-11-14 14:50:33,55.844
2023-11-14 14:50:40,55.844
2023-11-14 14:50:46,55.844
2023-11-14 14:50:53,55.844
2023-11-14 14:50:59,55.844
2023-11-14 14:51:06,55.844
2023-11-14 14:51:12,55.844
2023-11-14 14:51:19,55.844
2023-11-14 14:51:25,55.844
2023-11-14 14:51:32,55.844
2023-11-14 14:51:38,56.92
2023-11-14 14:51:45,55.844
2023-11-14 14:51:51,56.382
